texto,calificacion,lugar,categoria,fuente
"Very big rooms with lovely views and surroundings. Plenty of hummingbirds in all of the surrounding plants! Good location in between the town and hot springs/volcano etc The additional breakfast options were ok, but quite basic.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"We loved the location, the staff, the food and the facilities! Everyone was so helpful,  the views were spectacular, and I even got my teenage niece off of her phone and engaging with me in the game room! I really don't have anything bad to say about this place. I do wish they took credit cards.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Bed was huge and comfy and the bathroom was very big. Lovely little terrace overlooking the volcano. The a/c wasn’t too loud/aggressive so was able to sleep with it on, which was rare on our trip! Hot tub and pool were good. Some great restaurants in walking distance. We stayed on our honeymoon, this was one of 8 hotels/Air B&Bs we stayed in on our trip and the only one who made an effort with a token to our honeymoon! It was appreciated. We were going to have breakfast but were put off by lots of dirty tables/plates and disgruntled people waiting. Save your money and have breakfast at the Red Frog Cafe 5 min walk away, same price as the hotel and excellent quality and service!",5,Hotel Roca Negra del Arenal,alojamiento,booking
Breakfast was amazing!  The individual “cabins” were unique.  Love the patio with comfy chairs. Would have liked one additional chair inside.  But pretty close to perfect.,5,Hotel Roca Negra del Arenal,alojamiento,booking
Overall a good stay.Small boutique property.,5,Hotel Roca Negra del Arenal,alojamiento,booking
"Beautiful accommodation set into gardens filled with flowers and birds. A restful and comfortable place. Pool, jacuzzi and game rooms add to the appeal. Coffee in the room would be an added bonus",5,Hotel Roca Negra del Arenal,alojamiento,booking
It’s just beautiful….. not far off the road but you feel like you’re in the rain forest.  All staff were just lovely too. That I couldn’t stay longer!,5,Hotel Roca Negra del Arenal,alojamiento,booking
The grounds of this hotel are beautiful - we saw so much wildlife Nothing!  I cant wait to return,5,Hotel Roca Negra del Arenal,alojamiento,booking
The staff and the garden surrounded by wildlife Littlwstorage for clothes in the room.,5,Hotel Roca Negra del Arenal,alojamiento,booking
Lovely view. Nice staff. Good location. Comfortable room. Better facilities in the room.,5,Hotel Roca Negra del Arenal,alojamiento,booking
Cozy unique property with excellent views of the Arenal volcano. Like you are staying in a flower garden combined with a mini farm - and excellent staff. Rooms are very clean and air conditioners work well! No complaints at all - but note that payments are in cash only. Does not accept credit cards.,5,Hotel Roca Negra del Arenal,alojamiento,booking
"Stunning setting with gorgeous tropical plants and animals everywhere. Reception was extremely accommodating with everything, including buying discount tickets to Baldi hot springs. Room was clean and comfortable with AC. Felt very private. I loved the hammock. Could walk to a few restaurants but was also close to hot springs. Very good breakfast for $7. Pool was amazing. The walls were a little thin but it didn’t affect us at all.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Humming birds in the garden, volcano view Our room was not cleaned every day, cash only for hotel and restaurant not very convenient, I would prefer to have the option to pay by card",5,Hotel Roca Negra del Arenal,alojamiento,booking
Beautiful property just far enough off the road to feel very private.,5,Hotel Roca Negra del Arenal,alojamiento,booking
"Beautiful grounds w wonderful lush plants, toucans, and nice chairs! Breakfast available. Fantastic new renovations! Animals! Local feel! Individual cabanas are large. Bathrooms are large. Could still hear some trucks and noise even at night ( we did use our white noise phone app too).",5,Hotel Roca Negra del Arenal,alojamiento,booking
"nothing fancy but great location, friendly staff and comfortable rooms/beds made it a great place to stay. a bit on the pricey side for what you get and we had some issues with wifi at times.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"The hotel is set within a beautiful garden. Our room was very large with great beds and linens, and total privacy. There were gorgeous flowers and hummingbirds all around our porch.  There is a great pool and hot tub, and game facilities.  Breakfast is available for $7, which is a huge bargain in the area.  Staff were friendly and helpful.  Security is very good.  The location is superb.  Fabulous value for the cost. Everything was perfect. My only comment is that you can't drive to your unit.  This wasn't a problem for us, as our unit was close to  parking, but it could be for those further away.",5,Hotel Roca Negra del Arenal,alojamiento,booking
Room was great! Great Location and excelent service. Kitchen was under repair so Breakfast was not included!  and You need to pay in cash at the hotel!,5,Hotel Roca Negra del Arenal,alojamiento,booking
"The hostesses are very friendly and helpful. The rooms and beds were good and clean. And especially the environment within the resort is absolutely beautiful. There are lots of plants and birds around the room. The air conditioning only worked at the highest airspeed, which was quite noisy during the night",5,Hotel Roca Negra del Arenal,alojamiento,booking
"The staff was so personable and friendly! They made sure our stay was perfect, and they were very responsive and flexible. The view of the volcano from our room was amazing. There were a few bugs in the bathroom since the bathroom windows are screened in but they didn’t bother us.",5,Hotel Roca Negra del Arenal,alojamiento,booking
Wonderful location just outside the town. Walking distance to restaurants. Wonderful pool area. Big and spacious rooms. We saw so many birds in the garden!,5,Hotel Roca Negra del Arenal,alojamiento,booking
"This property is a birder's paradise! My friend had to work a couple of hours each of the days we were there so I spent that time on the deck with binos, camera and Merlin. The gardens and property are amazing. Close to all the spots we wanted to visit. Unfortunately weather didn't cooperate to see the volcano clearly. coffee maker in room would have been nice.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Very helpful receptionist.
Good location and attractive grounds and gardens. Good views. Nothing to dislike.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Green, Clean and very beautiful new-looking hotel with awesome staff",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Nice and green garden. Garden makes your stay private. It was nice and clean. Staff was friendly and helpful.
Superb volcano view when it’s clear. Lovely chicken. Tin roof, very noisy, when raining (it was raining all those days). A bit noisy aircon.  Poor internet while raining.",5,Hotel Roca Negra del Arenal,alojamiento,booking
The grounds are like a botanical garden on steroids- amazingly beautiful- the hummingbirds weee amazing as well Liked everything,5,Hotel Roca Negra del Arenal,alojamiento,booking
The hotel was fantastic; we felt very luxurious staying here. The pool was lovely and often I was the only person using it. The staff were all really helpful and kind. I really enjoyed sitting on the deck in front of our room staring at the volcano. The only issue we had was that wifi was pretty terrible. It was basically impossible to get work done.,5,Hotel Roca Negra del Arenal,alojamiento,booking
"The rooms were simple, with nice bathrooms and plenty of space. The property itself is absolutely gorgeous, with all sorts of dense landscaping that gave us a wonderful sense of privacy. The staff were a delight, and were super welcoming after a long drive in. The property is surprisingly quiet and private given that it's on the main road. There are plenty of shops and restaurants in walking distance, and it was easy to drive to all of the major attractions. They were also accommodating for dietary restrictions at breakfast, offering a bit extra of stuff I could eat and omitting things that I couldn't. The wifi was pretty terrible, but I didn't come to Costa Rica to be on the internet. It would have been nice to have a more stable connection for uploading photos, but there were plenty of other options. However, I wouldn't recommend staying here if you needed to get any work done, unless you bring other means of connecting. Additionally, it would have been nice to have an on-menu vegan option for breakfast, but the staff was very accommodating with changes, and it was no problem at all.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Beautiful location, spectacular views and a lovely garden. Room was spacious and well equipped, although a kettle or similar would have been welcome. Staff were lovely and very helpful. Quite a few restaurants and shops nearby or 5 minutes to the main town We didn't realise it was cash only until the day before we arrived. It would have been good to know sooner as it took a while to find ATMs with USD.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"The Gardens , the flowers , the staff .",5,Hotel Roca Negra del Arenal,alojamiento,booking
The room was super big and comfortable. The breakfast was very good.,5,Hotel Roca Negra del Arenal,alojamiento,booking
Beautiful views and surrounds. Comfortable bed and great room and balcony. It was 30 mins walk out of La Fortuna town.,5,Hotel Roca Negra del Arenal,alojamiento,booking
"Located slightly outside the busy streets of la Fortuna, but still along one of the main travel axes. Nice relaxed place, where we hardly noticed the presence of other tourists. The cabins are secluded behind shrubs and flowers. Ours had its one patio. Pool and jacuzzi are nice and clean. Service at the front desk was excellent and very welcoming.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Friendly staff, as a solo traveller I was made to feel very welcome. Room, although simply furnished was clean and the bed very comfortable, I slept very well (except for when it rained!) I really liked the fridge and being able to store some food and drinks. View of the volcano was an added bonus. Location was excellent - sodas, a supermarket, pharmacy all in walking distance but out enough to feel more rural. Beautiful grounds, great pool area and bonus of the jacuzzi which was perfect after a day full of activities. Coffee and small outdoor kitchen area was good for making sandwiches and breakfast. Excellent value for money overall. Breakfast wasn’t available on the dates I stayed which was unfortunate (the rooms have fridges though so this wasn’t a dealbreaker for me!)",5,Hotel Roca Negra del Arenal,alojamiento,booking
Pool jacuzzi play area rooms have huge showers,5,Hotel Roca Negra del Arenal,alojamiento,booking
"We loved the modern spacious bungalow incl. the nice terrace providing views of the Arenal vulcano. The beds were very comfy. Showeres were nice and hot. Wifi was very good in the room as well as in the common areas.
The pool area is lovely and includes a jacuzzi which is turned on (only upon request) as from 3 pm. Breakfast should be included in the price instead of charged extra.",5,Hotel Roca Negra del Arenal,alojamiento,booking
We loved the room and the gardens and view of the volcano were spectacular. We enjoyed the jacuzzi and pool. The breakfast was very good and affordable. The absolute best thing about our stay was the staff. They were so helpful and friendly.,5,Hotel Roca Negra del Arenal,alojamiento,booking
"Beautiful garden with hummingbirds and view of Arenal in front of our room, AC We should have stayed longer than one night :-)",5,Hotel Roca Negra del Arenal,alojamiento,booking
"We stayed in 4 places in CR and this was our favorite. Beautiful grounds including birds and chickens. Private bungalow with view of Arenal Volcano. Delicious breakfast available for $7...fruit, eggs, rice/beans, toast. Elizabeth, our host, lives on the property was very friendly and accommodating. Great location on edge of La Fortuna....less than half mile walk to restaurants. No suggestions.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"This was a gorgeous property, and the staff was very helpful. They did not take credit cards for anything.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Seclusive & secure facility, the staff was super friendly and helpful. We got to see a lot of birds, including parakeets and a variety of hummingbirds. The parking was easy to get in and out of. The breakfast was delicious and very affordable. Water pressure was lower than what we prefer.",5,Hotel Roca Negra del Arenal,alojamiento,booking
This property is an oasis. Loved everything! I did not like that there is not a microwave and coffee maker in the room.,5,Hotel Roca Negra del Arenal,alojamiento,booking
The pool and hot tub were nice for relaxing in the evening. The grounds are a well-maintained garden with weaving paths that made for a relaxing stroll or a nice view from our room's porch or any of the scattered public lounge areas.,5,Hotel Roca Negra del Arenal,alojamiento,booking
"Friendly and helpful staff, clean, spacy nice decorated room with big beds. Good shower, lovely terras with rocking chairs and vieuw on the stunning garden and the volcano. A bit of a long wait for breakfast to be served",5,Hotel Roca Negra del Arenal,alojamiento,booking
It was beautiful and the staff was incredible.,5,Hotel Roca Negra del Arenal,alojamiento,booking
"Amazing place, great atmosphere and amazing staff. Lovely garden all around, you can just sit on your veranda and watch the flowers, the birds and the volcano. Great breakfast for a very reasonable price!",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Beautiful property, friendly staff, great location. Pool and jacuzzi were really pleasant.",5,Hotel Roca Negra del Arenal,alojamiento,booking
Beautiful grounds and cabins and pool. Extremely great and friendly and helpful staff. Restaurants and little store very close for walking.,5,Hotel Roca Negra del Arenal,alojamiento,booking
Absolutely the staff!!,5,Hotel Roca Negra del Arenal,alojamiento,booking
"Great staff. Rooms were lovely. Fantastic gardens, seating areas and pool. Lots of birds around as well as the resident birds and dogs. There was confusion with paying for breakfast, it wasn't made clear to us. No coffee in the kitchen area.",5,Hotel Roca Negra del Arenal,alojamiento,booking
Elizabeth was so great! The property and view from the room was just amazing. Loved all of the animals there. Very beautiful and quant place. Highly reccomend!,5,Hotel Roca Negra del Arenal,alojamiento,booking
"The staff were very friendly and helpful with recommendations for activities in the area. The room, pool and gardens with views of the volcano were lovely! It was around a 25-30 minute walk from fortuna centre and near lots of restaurants/ shops - the perfect hotel for relaxing and exploring the area!",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Beautifully kept, perfect location, extremely friendly and helpful staff with the most relaxing atmosphere. Breakfast the best we had! Nothing",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Great hotel, very nice staff! There is a little garden and a great pool area with a jacuzzi! 😍 we enjoyed our 2 nights in the extremely comfortable king size bed and had a sun downer on the veranda.",5,Hotel Roca Negra del Arenal,alojamiento,booking
The privacy of the individual cabins,5,Hotel Roca Negra del Arenal,alojamiento,booking
the extremely queer friendly and welcoming atmosphere. great for couple,5,Hotel Roca Negra del Arenal,alojamiento,booking
"The gardens were gorgeous and we enjoyed seeing lots of flowers and birds. The property was gated and felt very secure. We loved the views of the volcano. The breakfast seemed cheap/low quality and not worth paying extra (would have been fine if it was included with our stay). Although the reception staff were friendly and helpful, the staff at the breakfast were not very nice. The room seemed quite clean at first but we noticed there was dirt above the cabinets where the blankets were stored. Also, our suitcases were covered in bugs after we left them on the floor of the room (not sure if the hotel could prevent this issue).",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Stunning. My porch was a menagerie of birds and flowers.  I could watch the humming birds for hours. There was thought out into everything. Great attention to detail. Staff promised to assist me with someone at 6:30 am the day I departed but they didn’t show. 

Also, reception has surprisingly poor English. Communication is difficult.  But I just talked slower. They were super kind and helpful most of the time !",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Elizabeth and Eugenia at front desk.
Beautiful grounds
Nice outdoor jacuzzi
Great beds
Refrigerator in room
Microwave at reception
Great price",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Good location, very pleasant and funny staff. Confortable bed and good air conditioning. Highly recommended",5,Hotel Roca Negra del Arenal,alojamiento,booking
Beautifull place with a nice pool and comfortable rooms.,5,Hotel Roca Negra del Arenal,alojamiento,booking
"Very clean and large rooms with private terrace. Wonderful garden. Payment only in cash, breakfast not included and need to be ordered the day before - so no spontaneous option to have breakfast.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Comfortable, modern, clean.  Beautiful grounds and pool, and incredibly welcoming.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"The pool and hot tub were great. Breakfast was delicious, quick and homemade. Our room wasn't fancy, but it was clean and secure and had everything we neeeded. It would have been nice to have a coffee maker in the room. And the AC did not get the room quite cool enough for our preference.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Palace is amazing! I feel like I was in expensive resort. Very clean, it was in middle of nature. Host are incredible… Definitely I’ll back here, and tell all my friends to book here. Reference",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Hotel Roca Negra was so cozy, we absolutely loved our stay, so much so that we extended our stay by 2 days. There is so much to do aside from all the attractions in La Fortuna, a big beautiful garden with walking paths, a game area with pool and ping pong, a lovely pool and hot tub. Not to mention, all the staff were so friendly and helpful the whole time!",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Room was nice.
Breakfast was OK. A bit low on fruits.
There was a pool, a hot tub, billiards table and ping pong table. Breakfast was OK. A bit low on fruits",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Beautiful surroundings, generous staff and very nice pool area. Overall I’d say great value for money and I found especially the bathroom much much nicer than based on the pictures. We stayed in a 4-person room. The view is to die for, when El Arenal shows itself. A small suggestion for the breakfast provided on site: if a yoghurt, fruit and cereal option could be included in the choices, that would be great. Breakfast on site was very practical for us and we felt very much looked after by the ladies providing it.",5,Hotel Roca Negra del Arenal,alojamiento,booking
We enjoyed our stay in a cabin at Roca Negra. It was a great location just outside of town but also set back from the road just enough that it felt secluded and peaceful. We spent some quality time on our cabin's porch watching the afternoon rainstorms. The reception staff were very friendly and the breakfast was tasty.,5,Hotel Roca Negra del Arenal,alojamiento,booking
Welcoming staff. Beautiful grounds. Private cabin with amazing view of volcano. Beds were a little squeaky and soft.,5,Hotel Roca Negra del Arenal,alojamiento,booking
"Gorgeous well cared for property with excellent view of Arenal. Kind, welcoming, and attentive staff, helped us book other outings. Beds were very comfortable. Our room’s personal hammock was breaking and didn’t work well but the rocking chairs were super comfortable.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"The accommodation itself was excellent. We stayed in a very clean and nice bungalow. The garden area is beautiful, and we loved the pool, pool table, table tennis, and small jacuzzi. Having free coffee and tea facilities was a great bonus. The cleaners and landscapers were incredibly kind, friendly, and hard-working. The check-in experience with the management/owner left a very sour taste. After communicating our arrival time, we were met with unnecessary irritation and told to ""calm down"" simply for politely asking where to park so we wouldn't block the driveway. Furthermore, the management made an intrusive, inappropriate comment to my wife regarding her ethnicity (""Are you from Thailand? You don't look Chinese!""). Throughout the stay, we felt uncomfortable as the management kept staring at us. Excellent property, but the hospitality from management needs a serious lesson in manners and customer service.",4,Hotel Roca Negra del Arenal,alojamiento,booking
"The grounds are kept up very beautifully. Its more than a full-time job. The Gallo Pinto (beans and rice) at breakfast are exceptional. The covered deck is perfect.  The birds are so fun to watch and listen to.  We enjoyed having a resident cat who slept on our deck. We can drink from the tap and filled our water bottles. Do walk the grounds!! There's a delightful little nature trail in back I had made my reservations long before my visit and either didn't remember the fine print, or missed it. The hotel only takes cash.  I spent too much time out of my vacation trying to find cash. You can get cash at the ATM only at ""Bac San Jose"" which actually says, ""Bac Credomatic,"" no ""San Jose"" anywhere. 
The bathroom and towels never dried & the bathroom floor was really,  really slippery.  (Be careful!) No closet or drawers to put my clothes in. No hot water  from sink.",4,Hotel Roca Negra del Arenal,alojamiento,booking
The bed was very comfortable and the room was spotlessly clean. The rooms were sparsely furnished with very ugly furniture and the lighting would have been perfect for an operating theatre but not so much for a bedroom. It would have been nice to have coffee making facilities in the room. There was a free ‘coffee station’ on the property but the coffee was pretty much undrinkable. The breakfast was ok but not included in the price of the room. Everything in La Fortuna is expensive and this place was no exception.,4,Hotel Roca Negra del Arenal,alojamiento,booking
The bed was comfortable and the room was very clean. The staff were lovely,4,Hotel Roca Negra del Arenal,alojamiento,booking
"Very close to every experience La Fortuna has to offer. Walking distance from restaurants. The property itself is lovely with native plants and animals. The pool and hot tub are great. No comforters on the bed, which isn’t a big deal because it’s warm outside. No conditioner for hair, also not a big deal.",4,Hotel Roca Negra del Arenal,alojamiento,booking
"The location, jacuzzi, greenery, cleanliness They insist on cash only, but unless the bill looks like it was freshly printed and hand-delivered by the mint, they won’t take it.",4,Hotel Roca Negra del Arenal,alojamiento,booking
"Closeness to town, ease of check in",4,Hotel Roca Negra del Arenal,alojamiento,booking
"The property is impeccable and incredible. The rooms are clean, well stocked with linens n such. 

The bathrooms are pristine. 

The breakfasts are insanely delicious and satisfying. The main difficulty with the stay is the setup for pymt. it’s like some private business (as seen on my bank statement) where they prefer cash. They didn’t tell me, until I had already flown from USA that they wanted cash pymt. well, I never traveled with cash. I asked them to consider alternative forms of pymt. 
The WiFi was terrible. It went in-n-out and was not reliable. The power went out for a time during a gnarly part of the rainstorm one evening.  
Nothing, including the tv and the fridge was plugged in, like they were trying to save money rather than look luxurious. 
The location was not bad, but you gotta Uber everywhere",4,Hotel Roca Negra del Arenal,alojamiento,booking
"Good location. Good parking spot. No hot or warm water in the sink and very limited warm water for the shower. 
Tea coffee making facilities are not in the room. They are in a shared lean too. More like camping. Not at all what we expected. Your wording is very misleading. 
Breakfast is offered by a third party at $6 per person. We didn’t try it. Wanted to but they had nothing to offer a vegan. Again the room looked like camping.",3,Hotel Roca Negra del Arenal,alojamiento,booking
"We only stayed for one night, during our stopover at La Fortuna. The hotel is perfectly acceptable. There are a lot of restaurant options in the neighbourhood, the hotel itself does not have a dinner restaurant.",4,Hotel Roca Negra del Arenal,alojamiento,booking
"Great location, excellent service from the staff. The plastic pillows.",4,Hotel Roca Negra del Arenal,alojamiento,booking
"The staff was very kind and alwsys reafy to help. The location is great. The little Casitas sit amongst beautiful, well-kept grounds. The breakfast needs improvement. Options are small, and the quality is just ok.",4,Hotel Roca Negra del Arenal,alojamiento,booking
"The gardens were beautiful with quiet places to relax and lots of birds to watch and enjoy their singing. A safe oasis off a busy road. 
The king size bed was very comfortable and the rooms were clean. We had a nice view of Arenal volcano from our front porch. The building and rooms are getting old and need some TLC. The bathroom sink had no hot water and the roof leaked during a heavy rain. We stepped in puddles around the toilet, brushed our teeth with water dripping on our head and all our toiletries got wet. 
I mentioned the leak to the front desk on check out and they were hesitant to offer any apology claiming it’s an old building and just the way it is. They claimed I should have told them right away but when we came by the desk the first night, no one was there. Same the next morning and at 8pm the following day we were too tired to deal with it and we were leaving. In the end after expressing my displeasure and requesting a discount, they gave us $20 off our 4 night stay.",4,Hotel Roca Negra del Arenal,alojamiento,booking
"It is a beautifully landscaped villa park in a green garden, where you can see many birds and encounter a few nice cats.
It's pretty quiet there.
The houses are clean and tidy with a somewhat old-fashioned dated decor.
Most houses have a view of the volcano and some even have very good views.
The breakfast was tasty.
The staff were friendly and welcoming. The air conditioning in our house was loud and could not be adjusted properly.
The decor is quite old-fashioned/dated.
It's annoying that you can't pay with a credit card.",4,Hotel Roca Negra del Arenal,alojamiento,booking
Location.  Friendly staff Smelled mold,4,Hotel Roca Negra del Arenal,alojamiento,booking
The birds and close to soda bar gardens were pretty Thin walls could hear everyone's conversation next door.Dark in the room and looked like the place needed an update.,4,Hotel Roca Negra del Arenal,alojamiento,booking
Nice gardens Small rooms. Little counter space,4,Hotel Roca Negra del Arenal,alojamiento,booking
"Friendly staff. Good facilities, with everything you need for a pleasant short stay. It felt safe. Nice quirky property. The room's decor was slightly tacky, with poor use of space. The house next to the reception seemed cluttered and disorganised. The hotel doesn't accept credit/debit cards, only cash. Not really the hotel's fault but there is no sidewalk by the road outside, which makes it a bit dangerous to walk, particularly at night.",4,Hotel Roca Negra del Arenal,alojamiento,booking
"Beautiful property - lots of birds 
Great location- walking distance to both downtowns 
Enough parking 
Rooms were clean - water was hot We booked through booking.com- when we got there they forced us to pay in cash with a message the day before. No other place we stayed in asked for cash. 
The front desk took cash from my husband and didnt give the right amount of change back. also with an attitude.",3,Hotel Roca Negra del Arenal,alojamiento,booking
"Great location. Close to restaurants, hot springs, and 20 minute drive to Arenal Volcano National park. The hotel also had a really nice view of the volcano. The day prior to the reservation, we were told that we needed to pay for the room fully in cash the day of check-in, even though this is not listed in the policies on booking.com and I reserved with my credit card. We were told if this is inconvenient for us we can cancel which we would have been charged a penalty for canceling on short notice. Upon arrival we paid in all cash for the room. We did not receive a receipt. It seems like they do not have a good way of documenting who paid for the rooms because when I was checking out they asked me to pay for the room again. When I told them I already paid, they said they never wrote it down that I paid so I must have not paid. In addition to the check-in/check-out inconveniences, upon initial entry to our room, there was a giant cockroach in there. We understand the hotel is in a garden and the weather is humid but it made the room feel less clean.",4,Hotel Roca Negra del Arenal,alojamiento,booking
The people were friendly and it the room was clean. You were only able to pay cash! The electricity didn’t work in the morning and they didn’t have generators. We had breakfast included but the kitchen woman was on vacation and wasn’t able to have this!,3,Hotel Roca Negra del Arenal,alojamiento,booking
Can only pay with cash. Don’t understand why Booking is supporting tax evasion.,3,Hotel Roca Negra del Arenal,alojamiento,booking
Lush location at Arenal,5,Hotel Roca Negra del Arenal,alojamiento,booking
The property was very well laid out. Was gated and all the grounds were very clean and well kept. No microwaves in rooms,5,Hotel Roca Negra del Arenal,alojamiento,booking
"Mooi aangelegd, uitzicht richting vulkaan geweldig Rupsen met giftige stekeltjes.",5,Hotel Roca Negra del Arenal,alojamiento,booking
Camere pulite e spaziose con patio immerso nella natura. Cucina moderna a disposizione degli ospiti. Molto apprezzata la piscina con l’area relax Il fatto di dover pagare tutto il soggiorno esclusivamente in contanti non fa fare una bella figura,5,Hotel Roca Negra del Arenal,alojamiento,booking
"Tout! La piscine, le personnel, le jardin. Chambre spacieuse et belle terrasse Dommage qu’il n’y ait pas un coin cuisine dans le chalet",5,Hotel Roca Negra del Arenal,alojamiento,booking
"De huisjes liggen verspreid in een mooie tuin vol bomen en planten die diverse dieren aantrekken. Het zwembad is fijn en de verwarmde jacuzzi in de middag was een pluspunt.
De kamers zijn simpel, maar netjes en schoon. Bij de receptie ligt een ruimte waar je koffie en thee kunt zetten en waar je servies en bestek kunt gebruiken. Het park kan hier en daar een opknapbeurt gebruiken (de koffie- en theeruimte is onlangs wel vernieuwd).
Het ontbijt vonden we tegenvallen. We reserveerden dit de eerste ochtend en wij vonden het de 8 dollar niet waard. Ook hebben we ruim een half uur moeten wachten, waardoor we bijna onze tour misten.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Fantastisch mooie tuin, comfortabel huisje, heerlijk zwembad, perfecte ligging, goede splinternieuwe keuken, gratis koffie. De houding van de eigenaar is wat eigenaardig. Specifiek voorbeeld; Vragend naar de functie van de whirlpool, doet ze alsof ze haar hoofd stoot om aan te geven dat het een domme vraag is..",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Elke kamer heeft een terras met zicht op de mooie tuin en op de vulkaan bij mooi helder weer. Hotel ligt dicht bij restaurants , winkels en activiteiten. Lekker ontbijt. Je kan alleen cash betalen. Je moet het ontbijt elke dag cash betalen.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Emplacement parfait. Piscine jacuzzi, billard baby-foot ping-pong. Chambre avec vue sur le volcan Arenal (quand le temps est dégagé). Tout était parfait",5,Hotel Roca Negra del Arenal,alojamiento,booking
El lugar muy bien cuidado Nada,5,Hotel Roca Negra del Arenal,alojamiento,booking
"Elisabeth és una gran professional, ens ha atès molt bé i amb molta atenció a tot el que hem necessitat. L'hotel ajardinat està molt ben cuidat, la piscina amb jacuzzi calentet s'agraeix moltíssim i ens ha anat molt bé que hi ha una zona de cafetería on pots fer-te cafè, infusions, sucs... també hi ha jocs de taula... molt agradable tot! I tenen alguns animals fins i tot! L'esmorzar que s'ofereix amb cost adicional no ens va semblar massa bé. Vam preferir esmorzar a la zona cafeteria self service del mateix hotel. 
L'aigua de la dutxa no té molta presió.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"El personal muy amable y servicial en todo momento, es un hotel muy bonito con muchas amenidades, parece que estás dentro de un bosque es hermoso, habitación limpia, desayuno rico, está a 5 min del centro en coche Todo bien ninguna queja",5,Hotel Roca Negra del Arenal,alojamiento,booking
"O hotel é incrível, funcionários encantadores, quarto bastante confortável, um ambiente cheio de verde com uma vista linda do vulcão. Muitos beija-flores por toda parte. Minha filha de 6 anos gostou tanto que não queria ir embora e disse que queria trabalhar no hotel Teria sido mais conveniente poder pagar no cartão, mas isso não afetou em nada a experiência",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Die Hotelanlage mit dem Pool und dem Regenwald-Garten war wunderbar. Wir hatten einen Bungalow mit Terrasse und traumhafter Aussicht auf den Vulkan. Das Zimmer war groß und sauber, ebenso das Bad. Es wirkte neu. Wir hatten einen Gecko im Zimmer, auf einem Bett haben wir seine Hinterlassenschaften entdeckt. Außerdem fielen durch die Dachbalken ein paar Mal Holzbrösel aufs Kissen. Aber das sind Kleinigkeiten, über die man hinwegsehen kann.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Locatie prachtig, veel groen en mooie huisjes/kamers met top airco, hele grote bedden, goede douche  en super schoon Ontbijt was heerlijk.  Personeel ook geweldig. Aanrader! niks",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Ein wirklich schönes Hotel mit einem tollen Garten ! Wir konnten früher einchecken, was wirklich toll war. Der Pool ist auch sehr schön ! Die Zimmer haben eine tolle Veranda mit Blick auf den Vulkan, von dem man Kolibris beobachten kann. Die Betten sind leider sehr sehr weich",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Tolle Unterkunft mit Blick auf dem Vulkan. Grüne Oase, dennoch sehr zentral. Herzliche engagierte Gastgeber.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Zwembad, view op de vulkaan Cash te betalen",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Localització bona, tranquilitat, espai i zones comunes molt boniques. Esmorzar molt bo. Tot molt bé.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Tout, le jardin, la piscine, l'accueil, la vue de notre terrasse sur le volcan par temps découvert. Le parking à côté de notre maison.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Tolle Lage zwischen La Fortuna und dem Vulkan. Schöne, gemütliche Zimmer mit toller Terrasse.
Gepflegter Poolbereich, Möglichkeit, sich Café zuzubereiten. 
Top für unsere Kids : Tischtennis, Kicker und Billard. Sehr gute Pancakes am Morgen :-)
Alternativ ist das Soda schräg gegenüber sehr zu empfehlen Wir waren zu viert und hatten leider nur drei Sitzmöglichkeiten auf der schönen Veranda.",5,Hotel Roca Negra del Arenal,alojamiento,booking
