texto,calificacion,lugar,categoria,fuente
"Het hotel ligt in een prachtig aangelegde tuin waar de kolibri's je om de oren vliegen. De kamers zijn ruim en de bedden zijn erg goed. Bij het hotel is een klein zwembad waarin je kan afkoelen. De locatie is super: het hotel bevindt zich aan de rand van La Fortuna en op 10-20 minuten rijden bevinden zich de topattracties zoals de Arenal, de hangende bruggen van Mistico en de warmwater bronnen. In de directe omgeving bevinden zich diverse goede restaurants. Het ontbijt is enigszins prijzig ($7 p.p.) voor wat je krijgt",5,Hotel Roca Negra del Arenal,alojamiento,booking
De locatie was heerlijk temidden in een heerlijke tuin met veel vogels en schitterende bloemen. Personeel was erg behulpzaam en aardig. Ontbijtje was ook lekker. Overal dichtbij. Niets,5,Hotel Roca Negra del Arenal,alojamiento,booking
"Les jardins sont magnifiques.  Le lieu est sécuritaire, soigné et paisible.  Grandes chambres et balcon bien emménagé pour le repos.  Plusieurs très bons restaurants sont à distance de marche (La cava, Piura). De belles randonnées sont à proximité.  Belle vue du volcan Arenal. Rien du tout!",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Wunderschön angelegte Anlage. Kolibris überall. Super Ausgangspunkt für viele Aktivitäten wie
Hanging Bridges NP
Zip Lining
El Salto Rope Swing
El Mirador Silencio
Hot Springs 
Viele Restaurants in der Nähe",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Gentillesse du personnel
Ambiance de établissement 
Emplacement Rien!",5,Hotel Roca Negra del Arenal,alojamiento,booking
Het uitzicht op de vulkaan,4,Hotel Roca Negra del Arenal,alojamiento,booking
"De ligging Basic en wat gedateerde  kamer en geen/weinig buitenruimte om buiten de kamer te zitten. 
Ons slot was kapot, maar deze is de volgende dag gemaakt. 
Eten bij inbegrepen, geen groot ontbijt maar wel prima.",4,Hotel Roca Negra del Arenal,alojamiento,booking
"Le cadre verdoyant et le personnel très agréable et serviable 
Joli piscine et jacuzzi avec espace jeux familial Problème D humidité avec moisissures et bruyant par la proximité de la route",3,Hotel Roca Negra del Arenal,alojamiento,booking
Die Lage war super und es war alles sehr sauber.,4,Hotel Roca Negra del Arenal,alojamiento,booking
Der Garten mit den Tieren und Pflanzen Sauberkeit und die Kommunikation war nicht so freundlich,3,Hotel Roca Negra del Arenal,alojamiento,booking
"Super breed bed, Leuk terrasje Super gehorige kamers, je kunt woordelijk horen wat de buren zeggen en de evt. rest. Ligt direct aan de doorgaande weg met daardoor veel verkeerslawaai",4,Hotel Roca Negra del Arenal,alojamiento,booking
"Hoed bed, ijskasje en vriezr, goede airco Gevoel van een camping",4,Hotel Roca Negra del Arenal,alojamiento,booking
"Gepflegte Anlage, modern, sauber, wunderschöner Garten, Kaffee/Tee wird kostenlos angeboten (offener und frei zugänglicher Aussenbereich) Die Lage direkt an einer stark befahrenen Straße. Ist nicht zu ändern.
Die Zimmer im Standardbereich sind sehr hellhörig, dann lieber eine Kategorie (Superior) höher buchen.",4,Hotel Roca Negra del Arenal,alojamiento,booking
"De tuinen zijn erg mooi en de receptie erg behulpzaam
Jammer dat men niet met creditcard kan betalen, ende wifi niet werkt! 
Op booking stond dit niet vermeld Zie boven",4,Hotel Roca Negra del Arenal,alojamiento,booking
"Es handelt sich um eine wirklich schöne Anlage, viele Pflanzen, viele Kolibris und andere Vögel fliegen herum. Die Zimmer sind kleine Bungalows mit Privatsphäre, da alles schön bepflanzt ist. Die Deko ist zauberhaft und die Innenausstattung ist sehr gut. Kühlschrank vorhanden, nette Terrasse, schicke Bäder. Es kommt aber auch eben darauf an, wo der Bungalow gelegen ist…. Zuerst hatten wir ein Häuschen direkt am Eingang der Anlage, der Lärm am Morgen durch die viel befahrene Straße war unerträglich. Bereits um 5 Uhr morgens war kein Schlaf mehr zu bekommen. Außerdem kräht das Federvieh der auf dem Grundstück wohnenden Familie, kann man schön finden, wir leider nicht. Die Familie hat mind. 4 Hunde, die wir zwar mögen, aber die überall liegenden Hundehaufen nicht. Am letzten Tag bin ich mit FlipFlops in einen Kothaufen getreten, widerlich! Unser erstes Haus hatte außerdem einen hässlichen Blick auf eine Holzwand. Die Chefin war sehr nett und gab uns dann Haus Nr. 14 fast am Ende der Anlage, hier war der Blick sehr schön und es war ruhig-es kommt halt darauf an, welches Haus man erwischt! 
An 2 von 4 Tagen gab es kein Frühstück wegen Urlaub der Angestellten, hätte man ggf. vorher mal erwähnen können…. Das Federvieh des Hauses schwimmt im Pool und kackt um den Pool herum, nicht sehr hygienisch. An einem Nachmittag veranstaltete die Familie eine Geburtstagsparty im Pool, der also nach unserer Wanderung für uns nicht nutzbar war. Als wir uns zumindest 20 min zum Essen hinsetzten, durften wir das, wurden aber von allen Partygästen ununterbrochen wie Eindringlinge beäugt, was nicht schön war, somit sind wir dann gegangen. Alles in allem eine wunderschöne Anlage, toll bepflanzt, liebevoll dekoriert, aber willkommen haben wir uns überhaupt nicht gefühlt. Die Ausscheidungen der Familientiere sollten entfernt werden und ein Haus im hinteren Teil wäre zu empfehlen.",3,Hotel Roca Negra del Arenal,alojamiento,booking
"sehr geräumige Zimmer und sehr sauber die relativ große Anlage hat etwas Camping-Platz-Atmosphäre. Es gibt zwar schöne Pflanzen, aber auch überall Kunstrasenwege. 
Die Damen beim Frühstück sind nicht sehr motiviert und das Frühstück an sich eher einfach und nicht besonders gut.",4,Hotel Roca Negra del Arenal,alojamiento,booking
"Schöner Garten und gute Lage, sehr sauber Ziemlich verkitscht, Personal unfreundlich, sehr komplizierte Zahlung",4,Hotel Roca Negra del Arenal,alojamiento,booking
"Combinatie van zwembad, appartement en ligging. Alleen cash betalen, ongunstige koers voor de lokale colon ten opzichte van de dollar en de  wifi in het appartement was slecht.",4,Hotel Roca Negra del Arenal,alojamiento,booking
"Ruime kamer en badkamer. De bungalows zijn zo opgesteld dat je vrij zit. Vriendelijke eigenaresse en prima voorzieningen op terrein met gratis koffie/thee, prima ontbijt en zwembad e.d..
Aan de rand van La Fortuna en daarmee goede uitvalsbasis. Op basis van de locatie niet onverwachts maar je hebt niet de 'Pura Vida' ervaring hier. De tuin is aangelegd, maar de wandelpaden zijn van kunstgras en de planten bij de ontbijttafel zijn nep. Ondertussen hoor je de drukke weg. In vergelijking met al onze andere locaties de minste qua 'beleving"". Niet essentieel, maar wie behoefte heeft aan stabiele wifi, dat was het hier niet.",4,Hotel Roca Negra del Arenal,alojamiento,booking
Het personeel was super vriendelijk en de huisjes waren schoon en had alles wat we nodig hadden.  Locatie is dichtbij het centrum… niet op loopafstand maar wij hadden een auto dus was prima te doen. De haan! Klinkt een beetje zeikerig… I know… we houden van natuur en dieren maar elke ochtend tussen 4 en 5 een kraaiende haan die je wakker maakt had voor ons niet gehoeven;),4,Hotel Roca Negra del Arenal,alojamiento,booking
מיקום מיטה עם מזרן רך ששוקעים פנימה. לא נוחה.,4,Hotel Roca Negra del Arenal,alojamiento,booking
"Die Garten Anlage war wunderschön Schade das diese Garten Oase sehr nahe an der lärmenden Hauptstrasse ist
Morgens ab 5.30 ist Tagwache☹️",4,Hotel Roca Negra del Arenal,alojamiento,booking
"kleines hübsches Bungalow-hotel in wunderschönem Garten. Zimmer sehr schön und sauber. Frühstück sehr gut, Mittags- und Abendessen wird nicht angeboten, aber in nöchster Umgebung hat es viele kleine Restauraunts Viel Strassenlärm am Pool (die Zimmer sind jedoch sehr ruhig gelegen)",4,Hotel Roca Negra del Arenal,alojamiento,booking
"Espace de jeu billard, ping-pong, baby-foot, piscine, jacuzzi.. Trop proche de la route principale..",4,Hotel Roca Negra del Arenal,alojamiento,booking
"Geräumige Zimmer, nett eingerichtet Was für eine Enttäuschung von der Lage. Wir hatten ein Zimmer direkt an der Straße, ständig Lärm. Nach den guten Rezensionen waren wir wirklich sehr enttäuscht. Auf die Frage, ob wir das Zimmer tauschen könnten, sagte die Dame vom Hotel ‚this is your room‘ und hat uns stehen gelassen.",4,Hotel Roca Negra del Arenal,alojamiento,booking
"Ubicacion No hay internet, aunque en la publicación diga que si.
La recepcionista de la tarde no resuelve los problemas.",4,Hotel Roca Negra del Arenal,alojamiento,booking
"Vacker trädgård, biljard, pingis, pool, gratis kaffe. Lite trångt, ganska trist belysning, svårt att bo 4. Funkar nog bättre för 2",4,Hotel Roca Negra del Arenal,alojamiento,booking
"Wspaniale otoczenie wśród drzew, roślin oraz naokoło kolibry! Nie było cieplej wody w umywalce tylko pod prysznicem",4,Hotel Roca Negra del Arenal,alojamiento,booking
"Der Garten und die Hotelanlage sind schön. Hotel akzeptiert ausschließlich Bargeld - keine Kreditkarten.
Null Service/ Hilfe beim Gepäck - mussten wir alleine zum Zimmer schleppen
Kühlschrank im Zimmer war laut und macht zusätzlich warm.
Licht am Eingangstor kaputt -> Türcode kann abends nur mit Taschenlampe eingegeben werden. 
Im Zimmer ausschließlich grelle 5000 K Birnen, die eigentlich nur mit Sonnenbrille zu ertragen sind.
Kein warmes Wasser am Waschbecken im Bad. Duscharmatur bestand nur aus Fragmenten
Extras (Frühstück, Bier, etc) doppelt so teuer wie außerhalb des Hotels
Trotz freundlicher Hinweise und konstruktiver Kritik nicht an Qualitätsverbesserungen interessiert.
Einfach nur gierig - von uns null Tipp und maximal 2 Sterne",3,Hotel Roca Negra del Arenal,alojamiento,booking
"L’accueil, la chambre est un bungalow au milieu d’un jardin agréable avec petite terrasse et hamac privés. Le jardin avec pleins d’oiseaux. Bien situé pour circuler dans la région avec restaurants et supermarchés à côté. Proche de la route mais relativement calme. Petit déjeuner à 7euros varié avec fruits et toast ( en plus du plat au choix ) Les chambres sont un peu petites. Dans une région pluvieuse un chauffage aurait permis de sécher les vêtements.",4,Hotel Roca Negra del Arenal,alojamiento,booking
"Gute Lage, Restaurant und Einkauf in der Nähe War alles gut",4,Hotel Roca Negra del Arenal,alojamiento,booking
"Le coin piscine-jacuzzi
Le billard et autres jeux à disposition
La cuisine partagée pour prendre le café
Le grand lit de la chambre Peu de vie dans l’hôtel 
L’hôtel est indissociable du lieu de vie privé des propriétaires (salon extérieur avec canapé et télé géante face aux clients) ; compliqué de se sentir réellement à l’hôtel 
Pas de bar-snack ouvert (journée comme soirée) 
Petit déjeuner : si moins de 4 personnes au total prévues alors annulé ! 
Bruit de la route",4,Hotel Roca Negra del Arenal,alojamiento,booking
"Bel endroit bien place chambres tres confortables Un peu trop de contraintes
L heure du the en libre service l heure du jacuzzi le paiement en cash pas de restaurant ds le lieu qui oblige a sortir le soir",4,Hotel Roca Negra del Arenal,alojamiento,booking
"De jacuzzi is heerlijk. Omgeving rond zwembad en Pooltafel e.d. ook.
Ligging prima om uitstappen te doen. Weinig materiaal om in je eigen huisje te ontbijten. Kan je wel halen in gemeenschappelijke ruimte.
Er mist bv ook een waterkoker.
Het was er niet super proper.
Een wasdraad om iets te laten drogen zou handig zijn.",4,Hotel Roca Negra del Arenal,alojamiento,booking
"Cheney Unterkunft ideal gelegen für Ruhe suchende und trotzen nah an allen Aktivitäten Man kann nur bar bezahlen oder mit Paypal. In der heutigen Zeit geht niemand mehr mit viel Bargeld in die Ferien. Ich habe es nicht gesehen, sonst hätte ich die Unterkunft nicht gebucht. Das Frühstück ist lausig und mager, lieber etwas im maxiPali kaufen und gemütlich auf der eigenen Terrasse geniessen.",4,Hotel Roca Negra del Arenal,alojamiento,booking
Piscine. Jacuzzi. Situé dans un jardin à la sortie de la Fortuna. Petit-déjeuner (non inclus) à éviter: vraiment pas bon ($7). Carte de crédit pas acceptée: même si mentionné sur booking est peu compréhensible pour un établissement de ce type. Ma note est sévère mais reflète mon sentiment générale: je n’y reviendrai pas et ne recommanderai pas.,3,Hotel Roca Negra del Arenal,alojamiento,booking
"Gute Lage, sauber, ruhig. Schöner Pool",4,Hotel Roca Negra del Arenal,alojamiento,booking
Die Unterkunft hat einen traumhaft schönen Garten in dem jede Menge Vögel fliegen auch Kolibris Die Zimmer sind etwas kahl und unpersönlich,4,Hotel Roca Negra del Arenal,alojamiento,booking
"Blick zum Vulkan. Die Betten sind sehr bequem. Die Gartenanlage ist super schön, sehr gepflegt und man kann viele Vögel direkt von der Terrasse aus beobachten. Personal ist super unprofessionell. Fehlende lösungsorientierte Servicebereitschaft. Wir hatten ein 4er Apartment indem es z. B. nur 2 Gläser gab. Auf Nachfrage wurden uns 2 riesige Plastikbecher zusätzlich nach einigem Hin und Her gebracht. Die angegebene Zimmergrösse entspricht nur unter Hinzunahme von der Terrasse und dem Aussen -Essbereich den Angaben. Dieser verfügt über kein Licht, so dass abends der Tisch mit den 4 Stühlen nicht genutzt werden kann. Ferner hatten wir erwartet, dass es bei Ausweisung eines eigenen Essbereichs es auch zumindest Teller und Besteck geben würde. Weit gefehlt. Auf Nachfrage erhielten wir 4 nicht saubere Teller, 4 Gabeln und ein einziges kleines Messer aus dem Privatbesitz, der sich im Übrigen als offener, etwas schmuddelig wirkender Bereich direkt neben der Rezeption befindet. Am 2. Tag wurde das Zimmer nicht gesäubert. Auf Nachfrage wurde uns mitgeteilt, dass die Zimmer nur bis 12.00 Uhr geputzt würden und man ein Schild hinhängen müsste. Fakt war, dass am ersten Tag ohne Hinhängen des Schildes, geputzt wurde und wir am 2. Tag sogar vor Ort im Aussenbereich waren, sie das Apartment neben uns putzten und uns auf der Terrasse sahen, aber auch nicht fragten, ob sie säubern könnten. Die Besitzerin hat sich schließlich  bereit erklärt, den Müll im Bad zu entsorgen. Der Pool war uns nicht sauber genug. Das Wasser war sehr trüb und mit Schlieren durchzogen.",4,Hotel Roca Negra del Arenal,alojamiento,booking
"Der Blick auf den Vulkan. Frühstück Ok. Personal sehr freundlich. Sehr laut, weil zu nahe an der Hauptstraße. Der Pool direkt an der Straße, deshalb unnutzbar. Der private Bereich der Hotelmitarbeiter sah aus wie eine Müllhalde, da musste man schon die Augen fest zukneifen.",4,Hotel Roca Negra del Arenal,alojamiento,booking
La situation La mauvaise insonorisation des chambres. On entendait le voisin ronflé !,4,Hotel Roca Negra del Arenal,alojamiento,booking
Beau jardin tres bien entretenu et vue sur le volcan Personnel peu attentionné et literie a revoir.,4,Hotel Roca Negra del Arenal,alojamiento,booking
Leuke huisjes. Leuk zwembad De Wifi deed het niet in t huisje. Het melden ervan bracht geen verbetering. Verder was er geen koffie.,4,Hotel Roca Negra del Arenal,alojamiento,booking
Umgang des Personals an der Rezeption geht gar nicht,2,Hotel Roca Negra del Arenal,alojamiento,booking
"Super Ausblick auf den Vulkan, schöner Pool. Toller Garten. Personal etwas gewöhnungsbedürftig.",4,Hotel Roca Negra del Arenal,alojamiento,booking
"Per estar a la Fortuna bona relació qualitat / preu, personal molt proper i familiar.
Gràcies a l’Elisabeth per ser tant amable i simpàtica, a la zona hi ha hotels de luxe, però aquí et sents com a casa per un preu raonable.",4,Hotel Roca Negra del Arenal,alojamiento,booking
